"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5065","authenticate by UI","setup","Mon Mar 10 11:11:08 GMT 2025","passed","Mon Mar 10 11:11:13 GMT 2025","","auth.setup.js","",""
"","1296","Test 1","chromium","Mon Mar 10 11:11:20 GMT 2025","passed","Mon Mar 10 11:11:21 GMT 2025","Login form test cases","loginTest.spec.js","",""
