"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14003","New User Register and Login","setup","Sun Mar 30 14:59:50 GMT 2025","passed","Sun Mar 30 15:00:04 GMT 2025","","auth.setup.js","",""
"","104266","Subscribe to a Platform Monthly Sub","chromium","Sun Mar 30 15:01:47 GMT 2025","broken","Sun Mar 30 15:03:31 GMT 2025","Purchaseing Test Cases","PurchaseingTests.spec.js","",""
