"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","104177","Subscribe to a Platform Monthly Sub","chromium","Sat Mar 22 19:34:35 GMT 2025","broken","Sat Mar 22 19:36:20 GMT 2025","Purchaseing Test Cases","PurchaseingTests.spec.js","",""
"","5908","authenticate by UI","setup","Sat Mar 22 19:32:48 GMT 2025","passed","Sat Mar 22 19:32:53 GMT 2025","","auth.setup.js","",""
