"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","101223","Subscribe to a Platform Monthly Sub","chromium","Sun Mar 30 15:36:39 GMT 2025","broken","Sun Mar 30 15:38:20 GMT 2025","Purchaseing Test Cases","PurchaseingTests.spec.js","",""
"","15786","New User Register and Login","setup","Sun Mar 30 15:34:41 GMT 2025","passed","Sun Mar 30 15:34:56 GMT 2025","","auth.setup.js","",""
